LINE,ACCESSION,TREATMENT,DAY,PERIMETER,AREA,ROUNDNESS,COMPACTNESS, ECCENTRICITY,RMS,SOL,Fo,Fm,Fm_Lss1,Fm_Lss2,Fm_Lss3,Fm_Lss4,Ft_Lss1,Ft_Lss2,Ft_Lss3,Ft_Lss4,Fo_Lss1,Fo_Lss2,Fo_Lss3,Fo_Lss4,QY_max,FvFm_Lss1, FvFm_Lss2, FvFm_Lss3,FvFm_Lss4, QY_Lss1,QY_Lss2, QY_Lss3, QY_Lss4, NPQ_Lss1, NPQ_Lss2,  NPQ_Lss3, NPQ_Lss4,qN_Lss1, qN_Lss2,qN_Lss3,qN_Lss4,qP_Lss1,qP_Lss2,qP_Lss3,qP_Lss4,qL_Lss1,qL_Lss2,qL_Lss3,qL_Lss4,ETR1,ETR2,ETR3,ETR4
id106,Col0,Control,0,133.3269598,126.6688,0.089545459,0.394923777,0.210082558,0.55660693,14.29991916,41.60124207,243.4109802,113.12146,104.6152496,109.530365,98.60455322,61.4993782,60.95030975,66.22422028,66.79067993,34.71471405,33.8152771,34.28535461,33.1794014,0.828582466,0.691978097,0.674347222,0.683817029,0.661894262,0.454552472,0.414452195,0.393347263,0.322426021,1.154472113,1.3415488,1.243677974,1.475969315,0.623668134,0.66131717,0.638924181,0.687210441,0.656768858,0.614158034,0.575332701,0.48752299,1.163407564,1.105894089,1.107500792,0.976955533,23.88736916,40.65129471,56.4915123,60.98701477
id107,Nd,Control,0,132.1018632,104.2176,0.07504695,0.345541739,0.235199546,0.653708541,16.09825596,42.96100616,249.254715,117.0531082,111.57827,117.0387878,104.8745651,64.66855621,66.10251617,72.60754395,72.56604004,35.9335022,35.35705948,35.88167191,34.66026688,0.827511728,0.69246155,0.681069493,0.691083014,0.667940795,0.445401639,0.404720187,0.377565563,0.306546539,1.133526921,1.25422132,1.152880788,1.392771602,0.61910677,0.64340204,0.619453251,0.671919167,0.642999589,0.593763232,0.545829475,0.458207428,1.157368183,1.107833147,1.097888589,0.948850393,23.40647888,39.6967392,54.22498703,57.98340607
id108,Te,Control,0,168.2308439,177.344,0.078743573,0.371039876,0.302358695,0.766388559,20.29953086,47.27415848,272.4009705,130.6735382,124.3572617,124.874115,110.3229294,71.44569397,71.27677917,74.69850159,71.26816559,39.73322296,39.04450607,39.08378983,37.48805618,0.826334,0.694428086,0.681686938,0.682626605,0.655831754,0.448010087,0.419855893,0.398121417,0.352989078,1.101405621,1.237160206,1.232263923,1.539017558,0.609546483,0.636169732,0.633024514,0.687643409,0.644836009,0.614842474,0.583312571,0.538541257,1.161224723,1.120098591,1.104889154,1.008201241,23.54355621,41.18131638,57.17715836,66.76802826
id109,Col0,Control,0,183.6230056,229.696,0.085606967,0.370994418,0.345487328,0.545740183,21.57704096,47.5095253,279.9272461,138.8080292,130.2235413,135.8000946,121.0863113,74.84345245,74.4291687,79.95982361,77.38868713,40.42588043,39.55939865,40.08432007,38.73229599,0.829683542,0.705938458,0.690827012,0.700036585,0.676585436,0.45530805,0.42037496,0.407944322,0.359958231,1.037143826,1.196406841,1.099639058,1.339890361,0.588834405,0.622480452,0.600839853,0.657942653,0.64421314,0.60691303,0.5831635,0.533236325,1.19288063,1.141380191,1.155568361,1.053558588,23.92707443,41.23222733,58.58790207,68.08624268
id110,C24,Control,0,154.6155715,155.7504,0.081871467,0.444525627,0.298254406,0.82223518,17.57544379,41.21379471,245.3910828,117.0207977,108.0539169,106.5076599,95.94800568,64.55221558,63.86798096,66.45566559,65.0014801,34.58250809,33.51550293,33.30778885,32.37421417,0.831499517,0.698510408,0.677672088,0.673325598,0.654347181,0.437912554,0.392818958,0.362875909,0.317305803,1.141413093,1.380162954,1.43332088,1.630499721,0.609084368,0.647574723,0.654792905,0.701107562,0.624271274,0.575129032,0.535957694,0.484555751,1.166335464,1.097954154,1.067004561,0.966235578,23.01291656,38.52941132,52.1152916,60.01852417
id111,Can,Salt,0,105.3410899,104.3456,0.118164872,0.488260661,0.504580267,0.861734107,8.67124632,40.01311493,235.5847015,114.5965424,105.9080124,106.9927139,97.17031097,63.26229477,64.54508209,69.84098053,69.4196701,33.88945007,33.04785156,33.16774368,32.18621063,0.830094635,0.703321457,0.686108172,0.689002454,0.66843152,0.444844574,0.386552691,0.347166508,0.285347551,1.064319134,1.243679643,1.211032867,1.428336143,0.600077033,0.639591336,0.634072602,0.679720521,0.632220507,0.562532365,0.503713369,0.426983804,1.183742642,1.100133896,1.055949926,0.912947297,23.3772049,37.91478729,49.85914993,53.97360229
id112,Te,Salt,0,196.4751498,255.2064,0.083078026,0.388148033,0.345246405,0.824128804,14.94593239,47.37194824,275.7409668,131.4353485,118.6414108,117.850647,104.1707077,68.57662201,66.92051697,70.60987091,69.11584473,39.79324722,38.46227646,38.41605759,36.85364151,0.827744186,0.695520818,0.671851277,0.670926929,0.64419806,0.474398702,0.429680288,0.397139937,0.333698273,1.11136961,1.359997749,1.366449356,1.664377093,0.609939575,0.661875069,0.665644825,0.71737206,0.681577325,0.638584495,0.591608703,0.517891049,1.175326943,1.11022377,1.083462834,0.967534661,24.93031502,42.14493179,57.03620148,63.11916351
id113,Ler,Salt,0,94.50933237,97.4464,0.13709647,0.458448753,0.242857143,0.736787296,15.64061474,39.77777863,239.302948,116.3119659,117.7962952,114.464386,98.43637085,62.50940323,63.30085373,65.71196747,62.5863266,33.78406525,33.86377716,33.57170868,31.99909782,0.833242476,0.709448457,0.711935461,0.705507159,0.672859848,0.462165326,0.462168932,0.423843563,0.36286217,1.053628325,1.030593514,1.094663501,1.445333123,0.593696058,0.585173905,0.601884246,0.67485702,0.65142101,0.649309099,0.600619614,0.538501501,1.20780611,1.216327906,1.176331878,1.044904828,24.28743553,45.33156204,60.87130737,68.63552856
id114,Rsch,Salt,0,120.1803165,91.0848,0.079248141,0.292670889,0.307874314,0.808797307,25.1267566,41.85471725,244.1614227,123.0204391,114.2819748,116.2950745,100.8370056,66.33490753,66.62075806,69.76415253,66.20848846,35.7605896,34.92664719,35.07769012,33.36827469,0.828297913,0.708481073,0.692357659,0.694994628,0.660348892,0.457546175,0.41246137,0.397460431,0.345270872,0.988786161,1.151195884,1.128907681,1.536384821,0.579447269,0.618258953,0.609635472,0.676554441,0.645406842,0.594953239,0.571767151,0.52782172,1.201374292,1.137287855,1.131771564,1.013478994,24.04469109,40.45602798,57.08223343,65.30812073
id115,Cvi,Salt,0,70.61523741,45.888,0.115641082,0.402041045,0.403195234,0.840809567,9.428172943,35.49333191,210.6864166,101.0308609,90.58395386,95.09012604,88.69259644,55.74000168,52.89777756,55.91110992,54.82666779,29.87924194,28.72481537,29.09722328,28.61770821,0.831720352,0.701733351,0.676105738,0.684518754,0.672744751,0.443686724,0.406543165,0.404856861,0.377888143,1.10826838,1.389960408,1.309935451,1.422452688,0.605425,0.657365441,0.633673549,0.668299675,0.630802333,0.598244667,0.590548575,0.560282946,1.181056023,1.108177066,1.136063099,1.073254108,23.31635857,39.87554169,58.14448929,71.47769928
id116,Nd,Salt,0,94.79992989,67.4048,0.094250716,0.331507712,0.337045721,0.810312993,14.14698063,32.85357285,197.4305573,115.3730164,110.2460327,99.92559814,85.49504089,54.16607285,57.25714111,57.69285583,55.30892944,29.29101944,28.93598366,28.20817375,26.94613075,0.833589733,0.742092729,0.732369959,0.714646518,0.683131933,0.522865772,0.472207427,0.418824434,0.351315677,0.750097811,0.843892932,1.010211229,1.329759359,0.491363794,0.522008657,0.57845211,0.658005655,0.703458548,0.643419623,0.585481942,0.514072359,1.301450372,1.273183227,1.192211628,1.049371004,27.47732925,46.316185,60.15047455,66.45150757
id117,Col0,Salt,0,129.9328473,115.7248,0.086138716,0.393943355,0.315194346,0.777825163,14.27187258,42.13630676,253.9476318,111.5516663,100.1242065,104.9016266,98.15039063,63.31528473,61.58662415,65.88153076,66.31465149,34.72144318,33.46633911,33.92469025,33.26692581,0.833906233,0.68890065,0.664573789,0.673600137,0.660313845,0.43232286,0.383149803,0.368196458,0.324423403,1.27224791,1.545261621,1.448760986,1.591027617,0.646150529,0.693982899,0.673663378,0.703186452,0.627139688,0.57532537,0.545244336,0.491318166,1.143865466,1.058380246,1.058350801,0.977695763,22.71917152,37.58102036,52.87941742,61.36481857
id118,Co,Salt,0,154.9422323,165.5424,0.08665218,0.470000363,0.205715674,0.606639848,17.8767494,43.27358627,255.4161377,120.3938675,111.629715,113.2670364,102.065773,65.99622345,66.49198151,70.04858398,69.49858856,36.24754333,35.2814064,35.45403671,34.33011627,0.830196202,0.697385192,0.679093361,0.681875229,0.660607874,0.447919607,0.396503806,0.375653982,0.316468328,1.131326437,1.331782699,1.302083969,1.529372454,0.61088562,0.647957385,0.642342329,0.689723432,0.641067147,0.581619918,0.550104439,0.478894323,1.169969082,1.098590851,1.086128831,0.966892064,23.53880119,38.89083862,53.95044708,59.86011124
id119,Col0,Salt,0,154.402619,144.192,0.07600492,0.346946318,0.35361105,0.712931545,19.10057701,41.34413528,249.2039032,119.718811,110.9512711,114.8472977,103.1644974,64.44245911,63.93687057,68.85921478,67.65139771,34.99008179,34.12097549,34.43070602,33.35789871,0.834171951,0.706496835,0.688998699,0.695997894,0.675141096,0.45709601,0.417668939,0.394746453,0.342839062,1.094490886,1.281992078,1.211874008,1.429623723,0.604430854,0.643196046,0.62450397,0.673864305,0.646622479,0.605164349,0.56619513,0.507840574,1.195430875,1.136497021,1.133322239,1.02840209,24.02103424,40.96680832,56.69245529,64.84814453
id120,C24,Salt,0,166.4822148,185.3952,0.084056763,0.423335477,0.173462112,0.66333887,14.94628556,37.692173,226.1258392,111.8845444,105.437439,106.1268082,95.79878998,59.40869522,60.62826157,65.09173584,65.07478333,31.9903698,31.21205902,31.20744514,30.40397263,0.832939267,0.70860815,0.692165911,0.692051232,0.674520314,0.460066468,0.409929007,0.373450518,0.316757947,1.060186625,1.246802688,1.255188823,1.429766417,0.58768791,0.617633164,0.614137053,0.663858354,0.646725714,0.588160336,0.536699712,0.470035702,1.202678919,1.146118641,1.120779037,1.000311375,24.17713547,40.2076416,53.63399506,59.9148941
id121,Nd,Control,0,88.99444656,74.9568,0.118931005,0.457035823,0.36700275,0.67495559,17.28995902,31.74363708,191.6888885,96.4207077,93.60050201,97.89595795,85.33636475,49.6809082,51.9618187,56.50727081,54.57545471,27.26140404,26.98540497,27.33078957,26.26828766,0.833990574,0.716480672,0.709553003,0.718553126,0.690594077,0.483247817,0.442635179,0.421159804,0.359950155,0.993043482,1.06477344,0.973362148,1.257215023,0.578693926,0.594152987,0.570215285,0.642497957,0.674600363,0.623522699,0.585796654,0.520909607,1.230193377,1.200300455,1.207718134,1.077545881,25.3953476,43.41560364,60.48587799,68.0847168
id122,Rsch,Control,0,151.7316698,108.4672,0.05920465,0.289511445,0.279853366,0.650777413,31.44323814,33.57122421,193.3768921,106.5967255,104.6690674,102.9880066,92.16746521,58.15683365,61.40503693,65.6762619,64.08848572,29.31830215,29.05184174,28.95107269,28.09345436,0.82594806,0.722555578,0.715905905,0.713256896,0.692750394,0.456104755,0.415189326,0.368802458,0.312746614,0.831504822,0.901699066,0.922537982,1.114510775,0.525502026,0.537546098,0.548389971,0.609729409,0.630724669,0.579732716,0.518231571,0.451843619,1.234285831,1.197351813,1.133989215,0.993723273,23.96894264,40.72359467,52.96644592,59.15615082
id123,Col0,Control,0,154.741459,147.904,0.077620495,0.369594422,0.329551431,0.819534939,18.39480744,45.5832634,270.4944153,125.3423996,117.9016724,121.0883331,109.2171097,69.51548004,69.82845306,75.3502121,74.63388824,38.05587387,37.22984314,37.51553726,36.36574173,0.830777764,0.694475234,0.679496109,0.684349418,0.663246334,0.442412287,0.401372433,0.374365062,0.315250695,1.164609313,1.327545285,1.277710915,1.502699256,0.622985005,0.653233588,0.641213953,0.688569069,0.636410177,0.589384675,0.546813846,0.475758582,1.162106156,1.105181813,1.090503454,0.96791631,23.24938393,39.36837769,53.76533508,59.62979889
id124,Ler,Control,0,124.3830407,159.7056,0.129720218,0.513287806,0.194546927,0.529804123,12.03430312,38.58695602,228.544693,115.5466156,113.4722214,108.6647339,95.40000153,62.07478333,62.307827,63.62869644,60.46652222,33.05113602,32.82492065,32.42165756,31.08703804,0.830285966,0.711002767,0.706243932,0.697905719,0.669360042,0.457435131,0.445176065,0.410328448,0.363979518,0.996153355,1.047152758,1.130343318,1.447414875,0.577884674,0.587614954,0.609829605,0.671278238,0.642555535,0.629722893,0.587765992,0.544487119,1.204432487,1.191187263,1.143600583,1.041120648,24.03885651,43.66482925,58.93030167,68.84687042
id125,Col0,Control,0,126.3257823,110.9888,0.087398711,0.40076724,0.379432232,0.767241886,15.71237458,37.2404747,217.6742706,100.4110413,93.50528717,101.2480164,88.95998383,55.86606979,56.0357132,61.14940643,59.74106979,30.99936295,30.26834679,31.03475571,29.78003502,0.828696549,0.690700233,0.674408972,0.690792739,0.663018346,0.441230893,0.397299021,0.393294364,0.326828867,1.170593739,1.342989087,1.17169559,1.467430234,0.626826048,0.661563575,0.624665439,0.684999049,0.63880676,0.58841002,0.569581747,0.493503779,1.153999925,1.088857174,1.118008018,0.983860433,23.18730164,38.96883774,56.48390961,61.81981277
id126,Can,Control,0,57.20073826,44.4672,0.170783685,0.537604457,0.312588402,0.591300805,8.152561888,30.01666641,183.7260742,86.9513855,75.58873749,79.13734436,74.16435242,48.56111145,46.3666687,49.5652771,50.87361145,25.37061691,24.28725052,24.62191582,24.12161827,0.836594403,0.707296789,0.677365363,0.686890185,0.673706889,0.436858535,0.383755028,0.372116446,0.316210568,1.124517322,1.448542833,1.34516573,1.491425037,0.611242652,0.677830458,0.656604767,0.684303343,0.617507696,0.566211939,0.541171312,0.46861133,1.185538054,1.080590367,1.082909703,0.975104094,22.95752716,37.64038086,53.44239807,59.81135941
id127,Te,Control,0,209.5602289,243.7504,0.069748918,0.400290081,0.274975752,0.638002157,18.88105866,44.71646118,259.9105835,125.1109772,115.1863251,115.5502319,101.8052139,66.23931122,65.34152222,69.405159,67.62358856,37.66067886,36.64151382,36.72518539,35.24111176,0.827828526,0.697099924,0.677395642,0.678942263,0.652174234,0.465334773,0.424726427,0.394005597,0.332173228,1.093461514,1.300725698,1.281939745,1.573069215,0.607418358,0.650555193,0.649072945,0.703938544,0.667059898,0.625989079,0.579787552,0.509159446,1.175797105,1.117860079,1.093500853,0.974347472,24.45399284,41.65903473,56.58605957,62.83069992
id128,Cvi,Control,0,81.99326906,51.4688,0.096204969,0.363365263,0.57898482,0.939249669,14.03829893,42.53103638,242.1615601,118.2126465,108.7503204,110.3818665,99.2618103,65.79425049,66.04483032,70.41954041,68.33908081,35.68865967,34.54135895,34.63100052,33.63841629,0.82264173,0.692619622,0.671725929,0.67260766,0.652608752,0.438099027,0.382016063,0.355446428,0.314459234,1.075487971,1.305368304,1.305959702,1.508556366,0.595708847,0.636572719,0.630711854,0.681616306,0.631483197,0.565062702,0.528904498,0.48645243,1.160539508,1.076915741,1.05584681,0.949509025,23.02271652,37.4698143,51.04829025,59.48009109
id129,C24,Control,0,175.6457473,229.6192,0.093528245,0.438520583,0.384237619,0.803525752,14.3688054,44.18719864,259.8121338,132.0240021,123.7197037,121.034668,106.7200012,70.4386673,71.55573273,74.03600311,71.51119995,37.72993851,36.82056427,36.58575058,35.25028992,0.829583466,0.71015209,0.694104135,0.690201819,0.665484369,0.457971901,0.408639997,0.380713254,0.326694131,0.99613893,1.169739723,1.210743785,1.467231989,0.572778881,0.605748951,0.615044236,0.674725831,0.642785251,0.58527106,0.550086439,0.490970463,1.203656316,1.14470911,1.116007328,0.997904062,24.06706429,40.08121109,54.67704773,61.79432678
id130,Co,Control,0,172.6559406,163.8784,0.069082577,0.389208086,0.208870912,0.638388385,21.96750762,38.07003784,224.5203247,113.3009109,106.4444427,101.3685684,89.59468079,60.21906662,61.07898712,62.56420135,60.58132172,32.41223145,31.6195755,31.19056702,30.05518532,0.829961002,0.707880914,0.69086349,0.682472229,0.657242775,0.459048778,0.411201864,0.374008715,0.31772247,1.025944471,1.212588906,1.299288392,1.568998933,0.578611553,0.612951219,0.635597348,0.692670166,0.645943522,0.591064274,0.545488775,0.482158273,1.199659944,1.14044106,1.090149879,0.968472838,24.12365532,40.33248901,53.71416092,60.09733582
id131,C24,Salt,0,182.4045698,209.3824,0.079082176,0.442814217,0.386827763,0.812047434,18.31140726,39.91827393,239.1125946,122.6203384,113.78479,108.7170563,96.12421417,63.03621292,64.18039703,67.12226105,65.66345215,34.29142761,33.43512344,33.03824615,31.84967041,0.832919359,0.716445744,0.698880792,0.690815032,0.666383564,0.479180843,0.426265508,0.37726891,0.315123558,0.97926873,1.162792087,1.243464708,1.504656315,0.569177926,0.610084176,0.632443905,0.688084543,0.667784929,0.608047426,0.545445204,0.472769618,1.23088491,1.16917944,1.107497692,0.971370637,25.18162346,41.80999756,54.18238068,59.60574722
id132,Col0,Salt,0,185.8120039,107.7888,0.039231595,0.271181528,0.550736565,0.872537255,48.95285596,31.53125,195.634552,110.2851563,98.2013855,101.0347214,93.26171875,66.87734222,60.30156326,63.84218597,62.77031326,27.95721436,27.1014595,27.27814484,26.70523071,0.837556005,0.744318604,0.721668959,0.724945426,0.709870338,0.402193218,0.38671425,0.368445218,0.329297543,0.776592374,1.002717376,0.967488945,1.116537213,0.504272103,0.571592152,0.561610281,0.6051085,0.5425511,0.536166489,0.509432733,0.465398699,1.228393078,1.159998894,1.15586257,1.057215571,21.13581657,37.93063354,52.91514587,62.28676224
id133,Cvi,Salt,0,107.4030582,80.5632,0.087763367,0.420609463,0.296273388,0.761796647,18.91833492,41.95114517,252.8396912,132.9957581,122.5207825,126.5555573,112.0754852,69.69999695,68.26412201,73.53053284,70.564888,36.39854431,35.43473816,35.73841095,34.54097366,0.832926631,0.724101782,0.705738544,0.710834205,0.687438846,0.472354382,0.434417218,0.41071564,0.366081625,0.910095692,1.102122545,1.055263042,1.290753126,0.548212886,0.592248201,0.576906681,0.639884055,0.651667416,0.613681376,0.57611233,0.532810628,1.249919653,1.186367273,1.184415817,1.082290292,24.82288361,42.60955429,58.98590851,69.24448395
id134,Te,Salt,0,183.2841656,245.3888,0.091794087,0.38990807,0.399348727,0.837773923,14.05132753,44.43680573,256.9042358,120.5387421,106.4939499,106.8545837,94.48748779,64.83099365,62.29418945,65.16803741,63.27142715,37.09359741,35.60828781,35.66822433,34.16410828,0.826691628,0.689904213,0.661375105,0.662241101,0.635543764,0.45594433,0.40669024,0.383425832,0.326160669,1.150041223,1.453314543,1.444978833,1.754324079,0.620772243,0.681728065,0.680416048,0.728429735,0.660595655,0.613853395,0.578800738,0.513008416,1.157466292,1.074645519,1.054189086,0.943824887,23.96051216,39.88996887,55.06661987,61.69342422
id135,Rsch,Salt,0,103.569719,86.8224,0.101712904,0.308108108,0.315018315,0.652613652,17.26787557,34.80661011,204.6111145,103.7961426,98.13085175,102.7203827,91.55234528,55.96529007,56.44215012,60.83966827,59.64876175,29.82344437,29.26516533,29.66134071,28.67386436,0.829493821,0.711697161,0.697795868,0.70627588,0.682920218,0.456732899,0.419071913,0.404788673,0.350522786,0.97941494,1.124448776,1.041161299,1.28161931,0.57329309,0.604733765,0.582032263,0.640978515,0.641460061,0.599866807,0.573431134,0.513750374,1.209883094,1.157213926,1.167308807,1.051866174,24.00195313,41.10441589,58.13469315,66.30152893
id136,Co,Salt,0,112.3261865,92.288,0.091916413,0.423992943,0.673838478,0.914214409,18.46435506,32.45000076,197.6435242,98.56851959,91.65092468,88.49351501,78.25138855,53.39583206,52.33499908,53.98083496,51.55833435,27.72473526,27.02239227,26.70871162,25.74169159,0.835652053,0.714457333,0.697765112,0.690266967,0.665980697,0.451224655,0.41868943,0.381563812,0.335630268,1.040990829,1.224675298,1.309143662,1.575156569,0.583527565,0.617927492,0.633366644,0.689002693,0.629872084,0.597146571,0.550899684,0.502493501,1.213561893,1.15805316,1.114435673,1.005767345,23.71248627,41.06690216,54.79920197,63.48460007
id137,Ler,Salt,0,106.692074,143.5008,0.158416302,0.620077434,0.160849226,0.570394443,10.10507537,39.7859993,237.261673,111.3269424,106.8819427,103.8344421,91.96833038,61.49300003,59.73199844,62.44799805,60.29299927,33.39888,32.9107399,32.62804413,31.3753376,0.832140863,0.699104249,0.689141929,0.683608592,0.657315135,0.444975615,0.436917037,0.395861119,0.342436552,1.13799274,1.245824695,1.303342938,1.591965437,0.616894841,0.637188077,0.650399387,0.704553306,0.636189997,0.633495092,0.57911855,0.521530449,1.172383666,1.150579214,1.107009053,0.998094738,23.38409042,42.85474777,56.85254288,64.7720108
id138,Nd,Salt,0,161.0061515,136.6272,0.066231119,0.310002323,0.30082766,0.698665998,20.28124414,35.5775795,212.5281525,108.1689072,104.232933,105.8570023,93.66965485,56.60852051,57.37623215,62.42601013,60.12242126,30.58078575,30.20916176,30.34705925,29.27036476,0.832568228,0.71621412,0.707561851,0.711324334,0.686518133,0.474093705,0.4449507,0.40853855,0.357204467,0.975124002,1.064676881,1.027254343,1.278846025,0.57258296,0.593135893,0.583117664,0.645790279,0.661382794,0.627349675,0.573098183,0.518464625,1.22524929,1.190513015,1.171598673,1.053859353,24.91428566,43.64272308,58.67324448,67.56536865
id139,Col0,Salt,0,149.0657648,141.2096,0.079857969,0.409001594,0.38658147,0.799796611,17.30982596,41.32850647,246.2863312,118.004776,112.4323807,116.6430359,102.7541504,64.14117432,64.91538239,69.94705963,68.07058716,34.92049026,34.37822723,34.76073837,33.43056488,0.831925631,0.703674614,0.692517936,0.699560463,0.673011839,0.454805255,0.420298517,0.398170292,0.337817878,1.087940454,1.204089046,1.131258726,1.41181016,0.605640292,0.631106436,0.614001811,0.674452186,0.646315157,0.606733382,0.569197297,0.502347171,1.18939507,1.145312786,1.142651677,1.015920997,23.90065193,41.22472763,57.18418121,63.89838791
id140,Can,Salt,0,111.327364,122.4576,0.124162874,0.691257225,0.518859246,0.889745175,13.275635,32.18487549,195.6988831,92.89215851,85.44631195,86.17273712,77.78478241,53.02100754,52.05882263,54.87899017,53.93277359,27.14866638,26.39862251,26.45316505,25.65263367,0.835464954,0.706086993,0.687618256,0.688894391,0.667887449,0.427182108,0.38523981,0.357989788,0.304170847,1.116994858,1.318438888,1.304465532,1.533104539,0.609110653,0.648692191,0.645655513,0.692125618,0.604623139,0.557702839,0.517377317,0.454413265,1.181408644,1.10089457,1.07514298,0.955057323,22.44901657,37.78601837,51.41355896,57.53404236
id141,Co,Control,0,136.1747982,117.7344,0.079784726,0.419904131,0.341413926,0.704762056,19.30941509,43.25749969,252.9583282,130.140976,124.1020813,118.1277771,102.5097198,67.43875122,68.97000122,71.26000214,68.86374664,37.12469864,36.54263306,36.07181549,34.51303482,0.828882396,0.712235391,0.701421976,0.69227469,0.662548006,0.477945268,0.438778102,0.394288391,0.327597767,0.963173807,1.073581696,1.160759449,1.473104715,0.568025589,0.593661785,0.620110571,0.686933756,0.670340121,0.624353528,0.569208324,0.494603962,1.2192837,1.180208445,1.123918891,0.985958695,25.11669159,43.03728867,56.62667084,61.96524811
id142,Can,Control,0,139.1097015,148.0448,0.096136473,0.47395812,0.302857685,0.729844166,10.98115165,42.80799866,254.1774139,124.2540741,112.7196274,110.8874054,97.6151886,69.68599701,68.52333069,71.96733093,69.17533112,36.33854294,35.22813034,35.04933167,33.64405823,0.831561208,0.706494331,0.685257852,0.681910336,0.654656172,0.436514229,0.38846007,0.348561913,0.290868074,1.053370357,1.273934364,1.309372902,1.609993339,0.596483946,0.645774305,0.653406024,0.708941698,0.617258966,0.565590143,0.510302246,0.444347441,1.183857083,1.098912239,1.044834733,0.908721089,22.93943405,38.10187149,50.05955505,55.01781464
id143,C24,Control,0,148.2155715,150.528,0.086107204,0.448409975,0.234322868,0.701292554,15.40833333,50.06067276,290.4297791,149.9925079,145.4974976,140.9051208,123.9431992,77.98033905,81.27359772,85.98764038,84.70786285,42.88204956,42.30685425,42.00988388,40.43370819,0.827501535,0.710230827,0.701247931,0.696359396,0.67020005,0.474160224,0.431883901,0.386311233,0.31497097,0.964081168,1.061891556,1.104870558,1.372240543,0.566320419,0.582463443,0.599902034,0.663917363,0.666428089,0.613884091,0.554985702,0.470614433,1.213994503,1.180696845,1.131853938,0.980561614,24.91778374,42.36107254,55.48101425,59.57688522
id144,Te,Control,0,206.0723906,248.7168,0.073599585,0.357167803,0.186011296,0.552109292,19.65611651,48.53289795,273.7319946,126.8407516,114.7155304,116.3394852,103.3155975,69.70455933,68.0426712,72.20684052,70.43811035,40.2298584,38.90880966,39.10836792,37.5202446,0.822621942,0.682230473,0.659531593,0.662899673,0.636141419,0.448455185,0.403318882,0.376873612,0.315859288,1.16312933,1.399961114,1.363661051,1.659234762,0.628880024,0.677379429,0.670920968,0.721186459,0.657638848,0.611196816,0.568328619,0.496449888,1.138448119,1.06729424,1.046584845,0.926789343,23.56694603,39.55929184,54.12560654,59.74491501
id145,Nd,Control,0,154.2018456,111.0912,0.05870977,0.299761683,0.285748637,0.582149338,26.01590045,40.75820923,234.7927094,118.2761154,119.4966812,123.2893906,105.3888855,63.20746231,65.84776306,71.82686615,68.08805847,34.75631714,34.80495071,35.11231613,33.48269272,0.826357126,0.705255866,0.706212103,0.712265193,0.679597318,0.463345081,0.445402801,0.413900167,0.353844225,0.992722154,0.987970769,0.931998909,1.257600427,0.581636071,0.57574147,0.558023095,0.641574085,0.656533659,0.629715562,0.580142319,0.520772636,1.194059968,1.191007018,1.185892582,1.048695803,24.34943199,43.68706512,59.44326401,66.92977905
id146,Rsch,Control,0,161.6139898,192.4608,0.092596431,0.42460183,0.42214012,0.871543946,14.57315775,45.61787796,261.6635742,149.4723816,138.9947205,133.7129059,113.2203598,72.53072357,72.68156433,76.1044693,72.78100586,40.26848602,39.4105072,39.02917099,37.08355713,0.825462222,0.729121089,0.713657558,0.706522942,0.671343386,0.513211191,0.474320471,0.429163188,0.355219364,0.7591151,0.902200043,0.967415094,1.321489811,0.506493509,0.551939666,0.574975371,0.660283983,0.704001546,0.664672673,0.607618392,0.529092133,1.268342853,1.225016236,1.18315506,1.036477923,26.96996689,46.52344131,61.6353035,67.189888
id147,Ler,Control,0,91.20894571,107.9168,0.16301368,0.623225902,0.380190007,0.797437835,6.775234255,48.51942444,283.5583496,143.2154236,140.2054291,127.0807343,112.6506805,76.39928436,76.65755463,77.49784088,75.65971375,41.42965698,41.0500946,39.92817307,38.44739532,0.828662157,0.70650661,0.699986935,0.681843936,0.656600237,0.458168387,0.444414109,0.384547263,0.326046616,1.019189358,1.092250466,1.269883275,1.536399007,0.582096159,0.593920946,0.642693341,0.697666705,0.647076845,0.633398712,0.563233078,0.496666044,1.193354249,1.180523157,1.090274692,0.971751451,24.07738876,43.59009171,55.22767639,61.6718483
id148,Col0,Control,0,171.0492798,171.52,0.073668552,0.369951133,0.375549927,0.80197713,18.38820896,57.91344452,334.1419373,162.9049988,154.2780151,156.8190918,138.15242,87.68781281,90.13655853,97.36470795,94.11554718,48.92744827,48.04977417,48.28631973,46.3522644,0.826572597,0.699056983,0.687033534,0.690462232,0.662645757,0.460364789,0.413312644,0.378781617,0.319198281,1.054317594,1.177001476,1.142056465,1.435926676,0.59968257,0.627067089,0.61858201,0.679503322,0.658423126,0.601095438,0.549186885,0.482823938,1.181072235,1.128823638,1.103620887,0.972962916,24.19281387,40.53952408,54.3996315,60.37648392
